,condition_label,medical_abstract,condition_name
4763,5,traffic peripheral b t lymphocyte hyperplastic preneoplastic thymus akr mouse akr mouse develop hyperplasia thymus development retrovirus associate lymphoma site hyperplasia detectable akr j mouse week age akr c mouse month age characterize enlarged thymic medulla contain t b lymphocyte contrast general population thymocyte t b lymphocyte mature immunophenotype include expression high level mel-14 define gp90 home receptor peripheral lymph node high endothelial venule vivo home study reveal marked increase traffic peripheral lymphocyte t b hyperplastic thymus old akr mouse compare histologically normal thymus age match balb c c57bl ka mouse young akr mouse change correlate chronologically change retrovirus antigen expression akr thymus suggest role traffic lymphocyte periphery thymus response local antigenic stimulation pathogenesis thymic hyperplasia akr mouse,general pathological conditions
4764,5,fatty liver hepatitis steatohepatitis obesity autopsy study analysis risk factor steatohepatitis fatty liver hepatitis histologically identical alcoholic disease occur obese patient jejunoileal bypass similar lesion occur rarely obese patient bypass surgery risk factor poorly understand hepatic steatosis steatohepatitis fibrosis seek apparently nonalcoholic patient autopsy risk factor evaluate incidence steatosis steatohepatitis correlate degree obesity steatohepatitis find 18.5 markedly obese patient 2.7 lean patient additional risk factor steatohepatitis type ii diabetes weight loss preterminal period shortly death intravenous glucose therapy week life severe fibrosis find 13.8 markedly obese patient 6.6 lean patient difference largely explain high prevalence diabetes obese group risk factor define study know associate abnormality free fatty acid metabolism obesity type ii diabete intravenous glucose therapy associate hyperinsulinemia inhibit fatty acid oxidation obesity weight loss increase presentation fatty acid liver similar metabolic change occur obese patient jejunoileal bypass surgery study support hypothesis fatty acid role hepatocellular necrosis find obese individual,general pathological conditions
4765,1,relationship nasopharyngeal carcinoma second independent malignancy base radiation therapy oncology group experience author seek learn incidence second independent malignancy irradiation carcinoma nasopharynx similar observe treatment tumor arise head neck site patient primary carcinoma nasopharynx treat solely ionize radiation accord specification radiation therapy oncology group protocol identify subsequent review overall 4.1 incidence second malignancy year year year arise upper aerodigestive tract rate significantly rate associate head neck site significantly different rate malignancy observe age match sex match population patient free evidence neoplastic disease month completion radiotherapy consider similar analysis lead similar outcome author conclude risk second malignancy successful irradiation carcinoma nasopharynx substantially treatment tumor head neck site,neoplasms
4766,4,regional myocardial blood flow leave ventricular diastolic property pacing induce ischemia relation left ventricular diastolic abnormality myocardial blood flow ischemia study open chest dog critical stenosis proximal leave anterior descend circumflex coronary artery heart pace 1.7 time heart rate rest min dog coronary stenosis leave ventricular end diastolic pressure increase /- /- mm hg pace tachycardia p 0.01 /- mm hg p 0.01 pace increase end diastolic end systolic segment length ischemic region leave ventricular diastolic pressure segment length relation ischemic region shift upward pace tachycardia dog coronary stenosis indicate decrease regional diastolic distensibility dog coronary stenosis left ventricular diastolic pressure segment length relation unaltered pace tachycardia coronary stenosis induce increase anterograde coronary blood flow assess flow meter left anterior descend circumflex coronary artery decrease regional vascular resistance dog coronary stenosis regional vascular resistance pacing decrease myocardial blood flow assess microsphere unchanged left anterior descending circumflex coronary artery territory pace tachycardia coronary stenosis regional coronary vascular resistance decrease far subendocardial myocardial blood flow distal left anterior descend coronary artery stenosis decrease 1.03 /- 0.07 0.67 /- 0.12 ml min g p 0.01 subendocardial subepicardial blood flow ratio 1.04 /- 0.09 0.42 /- 0.08 p 0.01,cardiovascular diseases
4767,5,bacteriologic quality intraoperative autotransfusion controversy remain bacteriologic aspect intraoperative blood salvage despite widespread use technique prospective study intraoperative salvage blood cultured patient accord direct plat technique bacterial growth detect 12.7 case result compare obtain control study sterile water blood bank unit culture condition microorganism coagulase negative staphylococci follow skin environmental contaminant quantitative estimate contamination low count colony form unit cfu ml ): positive culture yield cfu ml cfu ml patient follow minimum month detect septic complication statistically significant correlation find bacteriologic result autotransfused blood infectious complication study suggest bacteriologic monitoring patient undergone autotransfusion help detect surgical field contamination confirm intraoperative autotransfusion add little septic risk cardiac surgery,general pathological conditions
4768,1,glucagonoma syndrome underdiagnose clinical entity glucagonomas consider rare islet cell neoplasm produce define clinical syndrome characterize necrolytic migratory erythema diabete mellitus glossitis anemia weight loss report describe seven patient glucagonoma treat institution seven characteristic dermatologic manifestation present year prior diagnosis patient extensive disease time initial operation undergo aggressive cytoreductive surgery biopsy remain patient present single nodule underwent distal pancreatectomy splenectomy remain free disease year postoperatively early recognition distinctive physical finding peculiar syndrome increase survival aggressive cytoreductive surgery result prolonged remission,neoplasms
4769,4,deleterious effect testicular venous occlusion young rat determine difference testicular arterial venous obstruction spermatic artery vein occlude vary period time young rat month later conclusion study testis examine histologic degeneration vascular obstruction grade modify johnsen tubular biopsy score tbs testicular concentration enzyme lactic dehydrogenase sorbitol dehydrogenase know decrease testicular injury measure tbs seminiferous tubule diameter std find decrease significantly hour vascular occlusion similar regardless obstruction produce occlusion arterial inflow venous drainage testicular concentration enzyme decrease significantly permanent ligation spermatic artery vein decrease minimally vascular obstruction minute testicular injury produce venous occlusion equally severe occur rapidly injury produce arterial combine arteriovenous occlusion significant injury note contralateral testis group,cardiovascular diseases
4770,5,preperitoneal herniorrhaphy acutely incarcerate groin hernia elective preperitoneal posterior repair recurrent groin hernia primary femoral hernia technically advantageous approach addition ease inguinal floor femoral canal assessment scar tissue prior anterior herniorrhaphy avoid emergency management acutely incarcerated strangulate hernia groin use approach address month period patient diagnosis acute incarceration groin hernia n surgically manage use anterior approach aa n preperitoneal approach pa n patient strangulate intestine aa group require additional midline incision bowel evaluation resection intestinal evaluation easily accomplish incision patient pa group preperitoneal approach allow proximal control incarcerated strangulate viscera avoid excessive manipulation gangrenous necrotic intestine potential spillage infect content peritoneal cavity entry bacteria toxin potassium metabolic waste product anaerobic metabolism systemic circulation hernia reduction recurrence group minor complication wound infection cellulitis group statistically different,general pathological conditions
4771,5,plasma norepinephrine chronic schizophrenia line evidence indicate alter noradrenergic function schizophrenia author examine resting standing change stand minus rest plasma norepinephrine level drug free patient chronic schizophrenia schizoaffective disorder age- sex match healthy volunteer schizophrenic patient significantly high resting stand plasma norepinephrine level significantly great change rest stand level significantly relate positive negative symptom significant positive correlation rest plasma csf norepinephrine level significant negative correlation csf homovanillic acid rest standing change plasma norepinephrine level,general pathological conditions
4772,1,predict distant metastasis operable breast cancer patient risk factor distant metastasis follow mastectomy axillary node dissection breast cancer analyze review woman diagnosis end adjuvant treatment stage identify correspond patient datum acquisition stage prognosis study base cox model carry use acquire information stage result demonstrate tumor size nuclear pleomorphism mitotic index nodal status axilla stable independent risk factor predict metastasis free survival mfs analysis reveal factor significantly relate mfs stage lose significance subsequent stage case clinical node status age vascular tumor emboli factor estrogen progesterone histologic grade clinical stage identify independent factor stage major stable risk factor use define stratification reference result demonstrate mere knowledge clinical information tumor size clinical node status age enable patient universally classify accord stratification knowledge additional factor nuclear pleomorphism mitotic index bring rate supplementary information vascular tumor emboli acquire percentage appear high claim physician reliable prognosis operable breast cancer patient acquire information axillary node dissection prove exist subset patient stable prognosis i.e. subset patient belong permanently risk group stage,neoplasms
4773,1,giant hemangioma liver pain fever abnormal liver test report case conclusion report case patient large hemangioma liver abdominal pain increase esr fibrinogen increase serum alkaline phosphatase gamma glutamyltransferase activity normal white blood cell count clinical biochemical abnormality disappear surgical resection increase esr fibrinogen probably relate thrombosis tumor mode presentation suggest diagnosis hepatocellular carcinoma,neoplasms
4774,2,redevelopment hepatitis b surface antigen renal transplantation patient chronic hepatitis b virus hbv chronic renal failure receive renal transplantation hepatitis b surface antigen hbsag disappear antibodie hbsag appear month transplantation liver test abnormality transplantation month later chronic hepatitis reactivate antibodie hbsag disappear hbsag reappear hepatitis b virus dna demonstrate polymerase chain reaction serum collect transplantation observation suggest low level hbv replication present transplantation despite absence detectable hbsag reactivate immunosuppressive therapy transplantation,digestive system diseases
4775,1,anxiety level cancer fear patient admit elective operation patient elective operation project vary degree anxiety spontaneously express fear basis operation involve diagnosis malignancy measure total covert overt anxiety objectively institute personality ability test anxiety test consecutive patient admit elective general surgical procedure simple survey cancer fear complete chi square fisher exact test use compare categoric datum linear regression analysis variance use appropriate total anxiety score upper quartile compare general population score indicate fear cancer elevate patient history reason suspect malignancy covert anxiety score correlate cancer fear score significantly decrease age increase p .05 age increase cancer fear score decrease p .002 obese patient high score cancer fear patient p .0001,neoplasms
4776,1,patient control analgesic administration comparison steady state morphine infusion bolus dos author previously bone marrow transplant bmt patient self administer bolus dos morphine gain equal oral mucositis pain relief use drug compare similar patient receive morphine staff control continuous infusion follow study compare efficacy effect morphine group marrow transplant patient control analgesic administration conventional bolus dose patient control analgesia pca adjust rate continuous morphine infusion increase decrease plasma morphine concentration patient control morphine infusion rate pharmacokinetically base patient control analgesia pkpca group obtain relief oral mucositis pain patient use conventional pca patient pkpca group use morphine pca patient achieve superior pain relief significant increase effect e.g. nausea mood change sedation author conclude pkpca improve management prolonged severe pain marrow transplant patient approach patient control analgesia useful type persistent pain,neoplasms
4777,4,leave ventricular remodeling acute myocardial infarction clinical course beneficial effect angiotensin convert enzyme inhibition lv enlargement important determinant survival ami pathophysiologic mechanism lead lv dilatation ami include early thinning stretching infarcte segment e.g. infarct expansion hypertrophy noninfarcted myocardium lv dilatation adversely affect subsequent cardiac function lead heart failure death experimental datum animal preliminary study human demonstrate early administration captopril angiotensin convert enzyme inhibitor limit infarct expansion attenuate progressive lv dilatation article discuss clinical importance dilate left ventricle review advance ongoing research use angiotensin convert enzyme inhibitor chronic phase ami,cardiovascular diseases
4778,5,radiotherapy versus combine chemotherapy radiotherapy nonresectable non small cell lung cancer analysis randomized trial patient report result observe large randomized study compare effect radiotherapy standard therapy combination radiotherapy chemotherapy nonresectable squamous cell large cell lung carcinoma radiation dose gy group chemotherapy include vindesine cyclophosphamide cisplatin lomustine study patient receive radiotherapy group patient receive combine treatment group b year survival rate group group b p .08 distant metastasis rate significantly low group b p .001 local control poor group respectively remain major problem,general pathological conditions
4779,1,localization trophoblastic disease vaginal ultrasonography report case patient elevate beta human chorionic gonadotropin level normal abdominal ultrasound examination instance transvaginal ultrasonography demonstrate persistent nodule trophoblastic disease confirm time hysterectomy new imaging modality assist diagnosis persistent trophoblastic disease uterus,neoplasms
4780,1,undifferentiated carcinoma ovary thirty case ovarian carcinoma predominant histologic component solid area epithelial cell differentiation mullerian carcinoma review patient age range year mean age year patient clinical stage I disease stage ii stage iii stage iv microscopically malignant cell form large group sheet desmoplastic stroma foci papillary serous carcinoma unclassified adenocarcinoma transitional cell carcinoma tumor focus necrosis tumor vascular invasion seven tumor carcinoma test express ca125 reactivity carcinoma react b72.3 monoclonal antibody primary tumor treat aggressive surgical reduction patient multiple biopsy procedure patient operation patient residual disease small cm patient large cm patient surgery patient receive chemotherapy receive radiotherapy patient treat postsurgical radiotherapy patient refuse treatment thirty patient die disease month mean month initial surgery patient die month patient survive year patient stage I disease die month patient stage ii die month patient stage iii evidence disease month year survival patient undifferentiated ovarian carcinoma bad report survival patient serous carcinoma ovarian carcinoma pattern resemble transitional cell carcinoma distinction carcinoma solid area carry prognostic significance,neoplasms
4781,5,measurement acute phase protein assess severity plasmodium falciparum malaria seventeen adult patient acute plasmodium falciparum malaria admit hospital tropical disease study serial measurement serum concentration c reactive protein serum amyloid protein percentage parasitaemia determine initial measurement serum electrolyte liver function haemoglobin white cell platelet count initial c reactive protein serum amyloid concentration increase c reactive protein mean 49.0 mg l serum amyloid mg l fall normal range seventh day treatment significant correlation pretreatment parasite count clinical laboratory marker inflammation c reactive protein serum amyloid concentration correlate inversely serum sodium result indicate measurement acute phase reactant c reactive protein serum amyloid prove valuable assess severity p falciparum malaria follow response antimalarial treatment,general pathological conditions
4782,4,silicone pouch protection automatic implantable cardioverter defibrillator lead automatic implantable cardioverter defibrillator routine treatment recurrent drug resistant ventricular tachycardia documentation regard clinical experience device performance little information avoid complication relate retrieval sensing defibrillation lead subcutaneous space report experience silicone pouch protection automatic implantable cardioverter defibrillator lead allow immediate simple retrieval lead case automatic implantable cardioverter defibrillator generator need,cardiovascular diseases
4783,3,lyme disease recommendation diagnosis treatment incidence endemic range lyme disease united states increase steadily disease originally recognize lyme connecticut varied clinical manifestation illness use unstandardized serologic testing method diagnosis uncertain treatment outcome difficult evaluate antibiotic regimen commonly use clinical practice change rapidly regional variation little critical comparison treatment result clinical diagnosis literature treatment stage lyme disease review report datum supplement recommendation base year clinical experience illness,nervous system diseases
4784,1,utility surgical margin radiotherapeutic management soft tissue sarcoma seventy adult patient localize soft tissue sarcoma treat radiation therapy follow surgery treat excision tumor 11.3 local recurrence receive radiation excision recurrent disease 52.4 local failure p .0005 metastatic disease occur 26.4 primary tumor 38.1 multiple previous excision p .48 patient treat primary sarcoma local failure pathologically wide margin single margin microscopically positive local failure occur 15.4 tumor merely enucleate 18.2 grossly positive surgical margin p significant local failure common truncal location 33.3 compare extremity location 8.7 p .1359 additional factor analyze adversely affect prognosis include tumor grade stage inadequate radiation dose,neoplasms
4785,4,prospective evaluation protocol induction sustained ventricular tachycardia patient refer tertiary centre stage stimulation protocol use extrastimuli right ventricular apex sinus rhythm ventricular drive rate beat min perform patient recurrent spontaneous sustained ventricular tachycardia despite drug treatment patient sustain previous myocardial infarct long term treatment amiodarone sustain great s ventricular tachycardia induce patient extrastimuli significantly likely induce sustained ventricular tachycardia extrastimulus overall individually ventricular drive rate ventricular drive rate beat min significantly likely induce ventricular tachycardia ventricular drive rate beat min significantly effective sinus rhythm ventricular drive rate beat min extrastimuli induce ventricular tachycardia 23/24 patient study stage protocol progressive separately extrastimuli ventricular drive rate stage ventricular drive rate beat min extrastimuli effective entire protocol induce ventricular tachycardia,cardiovascular diseases
4786,3,electroencephalography routine evaluation syncope adult review report electroencephalogram obtain nashville tenn veterans administration hospital september august seventy patient refer evaluation syncope near syncope patient 13.7 abnormal finding patient refer complaint similar syncope ie blackout loss consciousness fall pass fainting patient 19.2 abnormal finding review medical record patient abnormal finding find final diagnosis treatment syncope affect electroencephalogram patient finding suggest routine electroencephalography significant value evaluation syncope adult,nervous system diseases
4787,3,use intravenous stilbestrol diphosphate patient prostatic carcinoma refractory conventional hormonal manipulation patient present severe bone pain primary hormonal therapy vertebral collapse uremia result ureteric obstruction consider intravenous stilbestrol diphosphate therapy urologist expect early mark improvement patient mobility pain reduction analgesic requirement single day course treatment addition drug inexpensive free effect commonly associate cytotoxic therapy accurate monitoring response possible serum prostate specific antigen measurement enable therapy plan efficiently,nervous system diseases
4788,3,short course chemotherapy tuberculous meningitis short course chemotherapy establish treatment pulmonary tuberculosis extrapulmonary disease present series case chemotherapy tuberculous meningitis period year short term therapy associate recrudescence tuberculous meningitis case development deep cerebral infarct permanent neurological deficit think short term chemotherapy tuberculosis central nervous system inadequate,nervous system diseases
4789,4,angiodysplasia characterization diagnosis advance treatment gastrointestinal bleeding account adult hospital admission year angiodysplasia frequently report cause low gastrointestinal bleeding patient bleed angiodysplasia bleeding stop spontaneously recur angiography detect bleed actively bleed patient bleed rate 0.5 ml min treatment choice control bleeding resection suspect segment bowel procedure associate rebleeding rate mortality superselective catheterization infusion vasoconstrictor use control bleeding effect short lived superselective embolization occlude offend vessel difficult perform accurately associate risk infarction laser photocoagulation control bleed patient complication rate method control bleeding offer distinct advantage especially hemodynamically unstable patient case surgical resection indicate nd yag laser photocoagulation safe invasive probably effective mean treat angiodysplasia,cardiovascular diseases
4790,5,t(1;19)(q23;p13 result consistent fusion e2a pbx1 coding sequence acute lymphoblastic leukemia t(1;19)(q23;p13 chromosomal translocation observe cytogenetically child pre b cell acute lymphoblastic leukemia associate adverse treatment outcome t(1;19 juxtapose e2a gene chromosome pbx1 gene chromosome lead production fusion transcript resultant chimeric protein contain transcriptional activate motif e2a dna bind homeodomain pbx1 investigate molecular nature e2a pbx1 fusion patient t(1;19 use rna base polymerase chain reaction pcr procedure amplify portion chimeric transcript detect e2a pbx1 fusion transcript cell case t(1;19 observe cytogenetically molecular evidence e2a pbx1 fusion transcript observe patient t(1;19 detect cytogenetically patient subclinical level minimal residual disease overt clinical relapse pcr positive case junction e2a pbx1 coding sequence occur precisely location demonstrate hybridization pcr product fusion site specific detection oligonucleotide finding demonstrate consistent fusion e2a pbx1 cod sequence result t(1;19 suggest site specific fusion e2a pbx1 important pathogenic event t(1;19,general pathological conditions
4791,1,plasma cell granuloma nasal cavity treat radiation therapy plasma cell granuloma rare benign tumor commonly find lung patient young year presentation report number anatomic site report plasma cell granuloma nasal cavity tumor initially resect progression month follow surgery completely eradicate tumor extensive disfiguring gy external beam radiation fraction use field wedge technique recent clinical follow month local control surgery remain treatment choice plasma cell granuloma disease completely resect irradiation effective patient recurrent inoperable local disease,neoplasms
4792,5,clinical spectrum leber congenital amaurosis second fourth decade life leber congenital amaurosis type congenital retinitis pigmentosa fundus abnormality extremely variable extent age dependent case infancy retinal electroretinogram fluorescein angiographic finding describe patient leber congenital amaurosis range age year patient hondura unrelated pair brother sister polymorphic appearance fundus emphasize particularly strike sibling macular lesion bull's eye maculopathy previously associate leber congenital amaurosis report variant fundus appearance entity,general pathological conditions
4793,5,pathology heart allograft rejection pathologist play important role care cardiac transplant recipient day day management immunosuppression largely dependent diagnosis grading acute rejection noninvasive method try experimentally endomyocardial biopsy remain gold standard monitor rejection status heart allograft diagnosis rejection complicate variety histologic finding procedural process relate sampling specifically relate transplantation fail allograft autopsy explantation provide opportunity study short- long term change transplanted heart allograft arteriopathy graft atherosclerosis major limiting factor long term recipient survival morphological feature graft arteriopathy describe mechanism factor contribute development remain unclear,general pathological conditions
4794,5,cadherin cell adhesion receptor morphogenetic regulator cadherin family cell adhesion receptor crucial mutual association vertebrate cell homophilic bind interaction cadherin play role cell sort mechanism confer adhesion specificity cell regulated expression cadherin control cell polarity tissue morphology cadherin consider important regulator morphogenesis pathological examination suggest regulation cadherin expression associate invasiveness tumor cell,general pathological conditions
4795,3,subcutaneous lisuride infusion parkinson disease response chronic administration patient thirty parkinsonian patient motor fluctuation dyskinesia chronic levodopa therapy treat subcutaneous lisuride infusion sli thirty discharge hospital combine treatment h lisuride infusion 111.3 /- 29.5 microgram h oral levodopa plus decarboxylase inhibitor 729.6 /- mg day obtain marked initial improvement mobility mean reduction hour 87.5 follow mean 20.85 range month patient continue improvement respect baseline assessment chronic treatment develop dyskinesia period difficult control change levodopa schedule lisuride dose patient lisuride treatment stop inefficacy high incidence psychiatric effect 18/38 major limiting factor continue lisuride infusion population severe parkinsonian patient complain inconvenience pump technical requirement long term utilization patient abandon sli reason result indicate motor function substantially improve severe parkinsonian patient treat sli increase dyskinesia psychiatric adverse effect limit long term usefulness approach suggest continuous dopaminergic stimulation particularly useful therapeutic strategy apply early stage disease,nervous system diseases
4796,4,lipid screening measure total cholesterol concentration objective -- determine measurement total cholesterol concentration sufficient identify patient lipoprotein mediate risk coronary heart disease measurement triglyceride high density lipoprotein hdl cholesterol concentration design -- cross sectional screening programme set -- general practice oxfordshire patients--1901 man woman age main outcome measure -- cardiovascular risk assess fast venous plasma concentration total cholesterol triglyceride hdl cholesterol results--2931 patient screen total cholesterol concentration 6.5 mmol l. triglyceride concentration measure patient isolate hypertriglyceridaemia great equal 2.3 mmol l remain undetected patient overweight obese 0.6 screen increase risk associate raise triglyceride concentration great equal 2.3 mmol l low hdl cholesterol concentration 0.9 mmol l conversely patient predominant hypercholesterolaemia cholesterol concentration great equal 6.5 mmol l triglyceride concentration 2.3 mmol l measurement hdl cholesterol concentration screen moderately increase risk ratio total hdl cholesterol 4.5 low risk ratio 3.5 conclusion -- fast triglyceride hdl cholesterol concentration identify patient increase risk coronary heart disease total cholesterol concentration 6.5 mmol l. hdl cholesterol triglyceride concentration measure patient total cholesterol concentration exceed value total cholesterol concentration overestimate risk considerable number patient measurement hdl cholesterol concentration allow precise estimate risk measurement triglyceride concentration require characterise lipoprotein abnormality patient start drug lower lipid concentration having lipoprotein assessment include measurement hdl cholesterol concentration,cardiovascular diseases
4797,3,long term follow use nonporous hydroxyapatite augmentation alveolar ridge particulate hydroxyapatite ha use augmentation mandibular maxillary ridge patient case follow postoperatively year patient evaluate clinically radiographically questionnaire prosthodontic assessment retention stability denture improvement year postoperatively patient receive ha rat denture favorably use parameter cornell medical index result study particulate ha use satisfactory material augmentation alveolar ridge,nervous system diseases
4798,4,dietary ca2 prevent nacl sensitive hypertension spontaneously hypertensive rat sympatholytic mechanism current study test hypothesis dietary ca2 supplementation reverse nacl sensitive component hypertension associate neurochemical abnormality nacl sensitive spontaneously hypertensive rat shr s male shr s begin diet week age control 0.75 nacl/0.68 ca2 high nacl 8.00 nacl/0.68 ca2 high ca2 0.75 nacl/2.00 ca2 high nacl high ca2 8.00 nacl/2.00 ca2 high nacl shr s x2 week high mean arterial pressure map /- mm hg control /- mm hg p .05 supplementation ca2 prevent rise map high nacl rat alter map control nacl diet elevated plasma norepinephrine reduce anterior hypothalamic aha norepinephrine store turnover concomitant ca2 supplementation restore plasma norepinephrine aha norepinephrine turnover normal clonidine microinjecte aha rat maintain diet week test hypothesis dietary ca2 supplementation prevent previously observe nacl induce upregulation alpha adrenoceptor aha clonidine cause dose dependent decrease map great high nacl rat control ca2 supplementation prevent exaggerated depressor response clonidine high nacl group control ca2 supplementation effect pretreatment map map response clonidine control nacl resistant shr shr r wistar kyoto wky rat dietary ca2 supplementation prevent nacl induce exacerbation hypertension augmented depressor response clonidine shr s increase noradrenergic input aha prevent upregulation aha alpha adrenoceptor,cardiovascular diseases
4799,5,recurrence rate discontinuation long term mebendazole therapy alveolar echinococcosis preliminary result recurrence rate investigate patient non resectable alveolar echinococcosis discontinuation long term therapy mebendazole average treatment 4.3 year control group consist patient undergo radical surgery finish course prophylactic postoperative mebendazole treatment year control recurrence observe post therapy period average 3.5 year contrast recurrence occur 7/19 patient non resectable alveolar echinococcosis average 1.6 year discontinuation long term mebendazole therapy absence clinically detectable recurrence remain patient spontaneous inactivation alveolar echinococcosis precede chemotherapy short post therapy surveillance patient recurrence respond favorably reintroduction chemotherapy datum indicate mebendazole therapy parasitostatic parasiticidal,general pathological conditions
4800,2,persistent rectal ulcer associate human papillomavirus type patient aid successful treatment isotretinoin rectal dysplasia carcinoma associate human papillomavirus infection increase prevalence homosexual man particularly infect human immunodeficiency virus report case involve year old homosexual man aid develop persistent rectal ulcer biopsy ulcer reveal severe squamous dysplasia human papillomavirus type detect rectal tissue use situ dna hybridization genotype virus previously associate anal rectal dysplasia homosexual man include infect human immunodeficiency virus rectal ulcer resolve month oral therapy mg d isotretinoin retinoid,digestive system diseases
4801,3,intraputaminal infusion nerve growth factor support adrenal medullary autograft parkinson disease year follow clinical trial experimental study rodent beta nerve growth factor increase survival neurite outgrowth functional effect graft adrenal chromaffin cell basal ganglia begin investigate treatment nerve growth factor increase functional effect autograft adrenal medullary tissue patient parkinson disease previous study stereotactic implantation adrenal tissue piece produce transient functional improvement month report describe trial grafting adrenal chromaffin tissue putaman support infusion nerve growth factor patient year old woman year history parkinson disease complicate phenomena drug induce hyperkinesia despite optimize medical management left adrenal gland remove medulla dissect 1- mm3 piece solution contain nerve growth factor purify mouse submandibular gland piece implant tract mm previously place cannula left putaman cannula nerve growth factor infuse day total dose 3.3 mg clinical assessment consist global rating rigidity and/or hypokinesia drug induce hyperkinesia measure gait fine motor control motor readiness potential auditory evoke potential record,nervous system diseases
4802,5,mycobacterium chelonei keratopathy visual rehabilitation triple procedure report chronic keratouveitis follow eye injury etiology remain obscure despite repeat corneal scraping culture eventually diagnosis establish culture mycobacterium chelonei corneal biopsy speciman topical amikacin resolve active inflammation dense corneal scarring cataract remain visual rehabilitation achieve combine penetrate keratoplasty extracapsular cataract extraction intraocular lens implantation case illustrate high index suspicion atypical mycobacteria face unusual keratitis particularly follow penetrate injury corneal graft,general pathological conditions
4803,3,complication lateral c1 puncture myelography study review technical complication case lateral c1 puncture myelography cervical spinal cord disorder spinal cord puncture contrast injection puncture occiput c1 blood vessel puncture main complication principally depend positioning patient neck hyperextension misdirection x ray beam prevent major arterial puncture author review vertebral angiogram determine pathway vertebral artery incidence anomaly,nervous system diseases
4804,1,human cd5 b cell clone secrete idiotype specific high affinity igm monoclonal antibody previously demonstrate occurrence naturally arise human anti idiotypic b cell clone transform ebv ebv383 evidence ebv383 express cd5 surface ag contain 2.7 kb mrna transcript encode protein addition presence 3.6 kb mrna precursor ig produce cd5 b cell polyreactive natural igm antibody encode unmutated copy germline vh gene study present datum demonstrate monoreactive high affinity character anti idiotypic antibody mab383 produce ebv383 datum agreement previous observation vh chain mab383 encode extensive somatically mutate vhv gene way consistent ag drive immune response possible role remarkable anti idiotypic antibody maintenance b cell memory discuss,neoplasms
4805,1,gene rearrangement diagnosis lymphoma leukemia guideline use base multiinstitutional study demonstration immunoglobulin t cell receptor gene rearrangement human lymphoproliferative process use dna hybridization gain great popularity sensitive laboratory adjunct diagnostic hematopathology fact nearly b- t cell malignant lymphoma leukemia rearrange antigen receptor gene provide biologic basis diagnostic test formally analyze sensitivity specificity reproducibility gene rearrangement diagnosis human lymphoproliferative disease author conduct large multiinstitutional study blind control approach gene rearrangement analysis case carry high correlation conventional phenotyping histologic diagnosis minor false positive false negative rate significantly rearrangement detect normal lymphoid tissue carcinoma sarcoma melanomas randomized study case laboratory result high rate interlaboratory agreement regardless level previous experience furthermore reproducibility interpretation datum southern blot autoradiogram case high concordance observer multiple laboratory base finding author propose set guideline interpretation gene rearrangement analysis carefully follow render highly reproducible safe accurate addition diagnostic regimen human lymphoproliferative process,neoplasms
4806,5,response retroperitoneal fibrosis tamoxifen retroperitoneal fibrosis uncommon histologically benign progressive potentially fatal tumor fibroblast proliferate encase obstruct important retroperitoneal structure medical therapy past ineffectual tumor usually resect surgery consist lysis bypass involved structure tamoxifen effective treatment desmoid tumor report use patient retroperitoneal fibrosis excellent result simplicity safety treatment tamoxifen attractive choice therapy,general pathological conditions
4807,1,"outpatient percutaneous central venous access cancer patient year experience percutaneous subclavian catheterization outpatient cancer review document reliability safety cost catheter insertion attempt prospective documentation complication consecutive patient catheter insertion successful attempt pneumothorace thirty catheter require reposition average catheter duration day range day catheter remove suspect infection document catheter sepsis occur patient catheter site infection occur patient 0.22 infection catheter year occur catheter year experience estimate cost catheter insertion estimate cost tunnel catheter 1,403 reservoir device 1,738 experience percutaneous subclavian catheterization reliable cost effective method compare tunneled reservoir device equivalent incidence catheter relate infection cornerstone success program staff dedicate catheter care intensive patient education center large number patient require central venous access percutaneous catheterization technique choice",neoplasms
4808,5,consecutive breast reconstruction inflatable expander critical appraisal breast reconstruction use inflatable expander established preferred technique knowledge biomechanical change occur expand skin increase greatly little information available regard average aesthetic result achieve technique order eliminate bias good case selection report study consecutive patient undergo skin expansion breast reconstruction undertake result study demonstrate significant frequency diversity complication particular immediate breast reconstruction skin expander identify high risk procedure association skin necrosis delay wound healing procedure -- insertion replacement -- anticipate patient boston new york group require approximately operation complete expansion process average aesthetic result characterize problem symmetry ptosis contour need recognize improve,general pathological conditions
4809,4,effect abrupt mitral regurgitation balloon valvuloplasty myocardial load performance concept mitral regurgitation mask myocardial dysfunction reduce afterload augment ejection performance establish human effect abruptly produce mitral regurgitation leave ventricular loading performance evaluate patient develop complication successful percutaneous balloon mitral valvuloplasty mitral valve area gorlin formula calculate forward flow increase 0.92 /- 0.14 2.75 /- 0.82 cm2 mean leave atrial pressure decrease /- /- mm hg size left atrial v wave relative mean leave atrial pressure peak v mean leave atrial pressure increase /- /- mm hg angiographic mitral regurgitation increase great patient regurgitant fraction increase 0.23 /- 0.11 0.55 /- 0.09 p 0.01 end diastolic volume increase modestly /- /- ml p ns heart rate increase /- /- beat min p 0.05 prevent increase preload shorten filling period end systolic stress decrease /- /- kdyn cm2 p 0.01 result decrease end systolic pressure /- /- mm hg decrease end systolic volume /- /- ml p ns,cardiovascular diseases
