,condition_label,medical_abstract,condition_name
4799,5,recurrence rate after discontinuation of longterm mebendazole therapy in alveolar echinococcosis preliminary results the recurrence rate was investigated in 19 patients with nonresectable alveolar echinococcosis after discontinuation of a longterm therapy with mebendazole average treatment 43 years a control group consisted of 14 patients who underwent radical surgery and finished a course of prophylactic postoperative mebendazole treatment of 2 years in the controls no recurrence was observed after a posttherapy period averaging 35 years in contrast recurrence occurred in 719 patients 37 with nonresectable alveolar echinococcosis an average of 16 years after discontinuation of the longterm mebendazole therapy the absence of clinically detectable recurrence in the remaining 12 patients seems to be due either to spontaneous inactivation of alveolar echinococcosis preceding chemotherapy or too short posttherapy surveillance the patients with recurrence responded favorably to reintroduction of chemotherapy the data indicate that mebendazole therapy is parasitostatic rather than parasiticidal ,general pathological conditions
4800,2,persistent rectal ulcer associated with human papillomavirus type 33 in a patient with aids successful treatment with isotretinoin rectal dysplasia and carcinoma associated with human papillomavirus infection are increasing in prevalence among homosexual men particularly those infected with the human immunodeficiency virus we report a case involving a 39yearold homosexual man with aids who developed a persistent rectal ulcer a biopsy of the ulcer revealed severe squamous dysplasia and human papillomavirus type 33 was detected in rectal tissue with use of in situ dna hybridization this genotype of virus has not been previously associated with anal or rectal dysplasia in homosexual men including those infected with the human immunodeficiency virus the rectal ulcer resolved after 2 months of oral therapy with 60 mgd of isotretinoin a retinoid ,digestive system diseases
4801,3,intraputaminal infusion of nerve growth factor to support adrenal medullary autografts in parkinsons disease oneyear followup of first clinical trial experimental studies in rodents show that betanerve growth factor can increase the survival neurite outgrowth and functional effect of grafts of adrenal chromaffin cells to the basal ganglia we therefore have begun to investigate whether treatment with nerve growth factor might also increase the functional effect of autografts of adrenal medullary tissue in patients with parkinsons disease previous studies have shown that stereotactic implantation of adrenal tissue pieces produces a transient functional improvement that lasts for a few months this report describes a trial of grafting of adrenal chromaffin tissue into the putamen supported by infusion of nerve growth factor the patient is a 63yearold woman with a 19year history of parkinsons disease now complicated by onoff phenomena and druginduced hyperkinesia despite optimized medical management the left adrenal gland was removed and the medulla was dissected into 1 to 2mm3 pieces in a solution containing nerve growth factor purified from mouse submandibular gland pieces were implanted in six tracts 3 to 4 mm from a previously placed cannula in the left putamen through the cannula nerve growth factor was infused for 23 days for a total dose of 33 mg clinical assessment consisted of global ratings for rigidity andor hypokinesia and for druginduced hyperkinesia measures of gait and finemotor control were also made the motor readiness potential and auditory evoked potentials were recorded ,nervous system diseases
4802,5,mycobacterium chelonei keratopathy with visual rehabilitation by a triple procedure we report a chronic keratouveitis following an eye injury the etiology of which remained obscure despite repeated corneal scrapings and cultures eventually the diagnosis was established by culturing mycobacterium chelonei from a corneal biopsy specimen topical amikacin resolved active inflammation but dense corneal scarring and a cataract remained visual rehabilitation was achieved through a combined penetrating keratoplasty extracapsular cataract extraction and intraocular lens implantation this case illustrates that there should be a high index of suspicion of atypical mycobacteria when faced with any unusual keratitis particularly following penetrating injuries and corneal grafts ,general pathological conditions
4803,3,complications of lateral c12 puncture myelography this study reviewed the technical complication of 112 cases of lateral c12 puncture myelography for cervical spinal cord disorders spinal cord puncture and contrast injection puncture between the occiput and c1 and blood vessel puncture were the main complications these principally depended on the positioning of the patients neck hyperextension and misdirection of the xray beam for preventing major arterial puncture the authors also reviewed 164 vertebral angiograms and determined the pathway of the vertebral arteries and the incidence of anomaly ,nervous system diseases
4804,1,a human cd5 b cell clone that secretes an idiotypespecific high affinity igm monoclonal antibody we previously demonstrated the occurrence of a naturally arisen human antiidiotypic b cell clone that we transformed with ebv ebv383 we show evidence that ebv383 not only expresses the cd5 surface ag but also contains the 27kb mrna transcript encoding this protein in addition we show the presence of the 36kb mrna precursor most ig produced by cd5 b cells are polyreactive natural igm antibodies encoded by unmutated copies of germline vh genes however in this study we present data demonstrating the monoreactive high affinity character of the antiidiotypic antibody mab383 produced by ebv383 these data are in agreement with our previous observations showing that the vh chain of mab383 is encoded by an extensive somatically mutated vhv gene in a way that is consistent with an agdriven immune response a possible role for this remarkable antiidiotypic antibody in the maintenance of b cell memory is discussed ,neoplasms
4805,1,gene rearrangements in the diagnosis of lymphomaleukemia guidelines for use based on a multiinstitutional study the demonstration of immunoglobulin or tcell receptor gene rearrangements in human lymphoproliferative processes with the use of dna hybridization has gained great popularity as a sensitive laboratory adjunct to diagnostic hematopathology the fact that nearly all b or tcell malignant lymphomas and leukemias have one or more rearranged antigen receptor genes provides a biologic basis for a diagnostic test to formally analyze the sensitivity specificity and reproducibility of gene rearrangements in the diagnosis of human lymphoproliferative disease the authors conducted a large multiinstitutional study through a blinded controlled approach gene rearrangement analysis of 275 cases was shown to carry a high correlation with conventional phenotyping and histologic diagnosis with only minor falsepositive and falsenegative rates significantly no rearrangements were detected in normal lymphoid tissues or carcinomas sarcomas or melanomas in a randomized study of 50 cases laboratory results showed a high rate of interlaboratory agreement regardless of the level of previous experience furthermore the reproducibility of interpretation of data southern blot autoradiograms of 192 cases showed high concordance among 11 observers from multiple laboratories based on these findings the authors propose a set of guidelines for interpretation of gene rearrangement analysis that if carefully followed renders this a highly reproducible safe and accurate addition to the diagnostic regimen for human lymphoproliferative processes ,neoplasms
4806,5,the response of retroperitoneal fibrosis to tamoxifen although retroperitoneal fibrosis is uncommon and histologically benign it is a progressive and potentially fatal tumor as the fibroblasts proliferate they encase and may obstruct important retroperitoneal structures medical therapy in the past has been ineffectual and since the tumor usually cannot be resected surgery consists of lysis or bypass of the involved structures tamoxifen is effective in the treatment of desmoid tumors and we report its use in two patients with retroperitoneal fibrosis with excellent results the simplicity and safety of this treatment make tamoxifen an attractive choice of therapy ,general pathological conditions
4807,1,outpatient percutaneous central venous access in cancer patients a 1year experience of percutaneous subclavian catheterization in outpatients with cancer was reviewed to document reliability safety and cost there were 763 catheter insertions attempted with prospective documentation of complications in 664 consecutive patients catheter insertion was successful in 722 attempts 95 there were only 13 pneumothoraces 2 thirty catheters required repositioning 4 the average catheter duration was 191 days range 0 to 892 days fiftysix catheters 8 were removed because of suspected infection documented catheter sepsis occurred in 21 patients 3 catheter site infection occurred in 8 patients 1 thus only 022 infections per catheter year occurred during this 382 catheteryear experience the estimated cost of catheter insertion was 562 which is onethird the estimated cost for tunneled catheters 1403 and for reservoir devices 1738 in our experience percutaneous subclavian catheterization is a reliable costeffective method compared with tunneled or reservoir devices with an equivalent incidence of catheterrelated infections the cornerstone of our success with this program is a staff dedicated to catheter care and intensive patient education in centers where a large number of patients require central venous access percutaneous catheterization should be the technique of choice ,neoplasms
4808,5,sixty consecutive breast reconstructions with the inflatable expander a critical appraisal breast reconstruction using inflatable expanders has become an established and preferred technique although our knowledge of the biomechanical changes occurring in expanded skin has increased greatly little information is available regarding average aesthetic results achieved with this technique in order to eliminate the bias of best case selection reports this study of 60 consecutive patients undergoing skinexpansion breast reconstruction was undertaken results of the study demonstrated a significant frequency and diversity of complications in particular immediate breast reconstruction with skin expanders was identified as a highrisk procedure because of its association with skin necrosis and delayed wound healing although two proceduresinsertion and replacementhad been anticipated patients from both the boston and new york groups required approximately three operations to complete the expansion process average aesthetic results often characterized by problems of symmetry ptosis and contour need to be recognized and improved ,general pathological conditions
4809,4,effect of abrupt mitral regurgitation after balloon valvuloplasty on myocardial load and performance the concept that mitral regurgitation masks myocardial dysfunction by reducing afterload and augmenting ejection performance has not been well established in humans the effect of abruptly produced mitral regurgitation on left ventricular loading and performance was therefore evaluated in five patients who developed this complication after an otherwise successful percutaneous balloon mitral valvuloplasty mitral valve area by gorlin formula calculated with forward flow increased from 092  014 to 275  082 cm2 mean left atrial pressure did not decrease 19  4 to 19  6 mm hg the size of the left atrial v wave relative to mean left atrial pressure peak v  mean left atrial pressure increased from 7  4 to 19  6 mm hg angiographic mitral regurgitation increased from 0 or 1 to greater than 3 in each patient and regurgitant fraction increased from 023  011 to 055  009 p less than 001 enddiastolic volume increased modestly from 148  15 to 159  15 ml p  ns heart rate increased from 54  5 to 71  8 beatsmin p less than 005 which may have prevented further increases in preload by shortening the filling period endsystolic stress decreased by 32 from 277  34 to 188  52 kdyncm2 p less than 001 as a result of a 25 decrease in endsystolic pressure from 121  8 to 91  7 mm hg and a 16 decrease in endsystolic volume from 67  13 to 56  8 ml p  ns ,cardiovascular diseases
4810,4,effect of drug and diet treatment of mild hypertension on diastolic blood pressure the taim research group the trial of antihypertensive interventions and management is a multicenter randomized trial designed to examine the diastolic blood pressure response of various combinations of pharmacological and dietary interventions in the treatment of mild hypertension diastolic blood pressure 90100 mm hg eight hundred and seventyeight participants at 110160 of ideal weight were randomly allocated to nine drugdiet treatment groups receiving either a placebo chlorthalidone 25 mg or atenolol 50 mg combined with a usual a weight loss or a low sodiumhigh potassium diet the primary outcome was diastolic blood pressure change from baseline to 6 months seven hundred and eightyseven participants had followup data the mean baseline diastolic blood pressure was 938 mm hg 559 of the participants were male and the weight loss diet group lost an average of 47 kg multiple comparisons were accounted for in the analysis a significantly greater lowering of diastolic blood pressure 124 mm hg was achieved in the atenolol group compared with either the low sodiumhigh potassium diet group 79 mm hg p  0001 or weight loss group 88 mm hg p  0006 adding weight loss to chlorthalidone significantly enhanced blood pressure lowering 151 mm hg when compared with the diuretic alone 108 mm hg p  0002 but adding a low sodiumhigh potassium diet 122 mm hg p  0029 did not in the shortterm treatment of mild hypertension where diastolic blood pressure is the sole consideration drugs outperform diet and weight loss is beneficial especially with diuretics ,cardiovascular diseases
4811,1,the unique aspects of acute promyelocytic leukemia acute promyelocytic leukemia apl accounts for approximately 10 of cases of acute myeloid leukemia aml distinctive features of this disorder at the time of diagnosis include leukopenia coexisting with a marrow replaced with granulated dysplastic promyelocytes disseminated intravascular coagulopathy lack of ia hladr antigen expression and translocation between the long arms of chromosomes 15 and 17 t heparin is widely but not universally used to interfere with the coagulopathy during the initial phases of treatment serial bone marrow examinations during the induction period demonstrate the achievement of remission despite the persistence of malignantappearing promyelocytes patients with apl are generally younger than those with other subtypes of aml have a 70 to 80 likelihood of entering remission and are thought to have a more favorable prognosis than other individuals with aml remission may be achieved with a conventional anthracyclinecytarabine combination anthracycline alone or apparently alltrans retinoic acid genes potentially important in myeloid differentiation such as granulocyte colonystimulating factor gcsf and myeloperoxidase are located close to the breakpoint in the t1517 but have not been conclusively shown to be rearranged in the translocation a better understanding of the unique aspects of apl may well shed light on the pathogenetic processes of aml ,neoplasms
4812,5,preoperative radiotherapy in operable rectal cancer the effect of preoperative radiotherapy 315 gy in 35 weeks in operable rectal cancer was examined with respect to resectability and prognosis after two surgical procedures abdominoperineal resection or low anterior resection preoperative radiation did not influence the surgeons selection of low anterior resection which was similar 40 percent in each group radiation improved fiveyear survival probability and decreased the incidence of local recurrence significantly after low anterior resection in contrast no improvement of treatment results was found in patients treated by abdominoperineal resection after radiotherapy ,general pathological conditions
4813,5,porokeratoses immunohistochemical light and electron microscopic evaluation punch biopsy specimens of 14 patients with porokeratosis of mibelli n  1 disseminated superficial porokeratosis n  6 disseminated superficial actinic porokeratosis n  4 porokeratosis plantaris palmaris et disseminata n  2 and punctate porokeratosis n  1 were obtained for light and electron microscopy for evaluation of possible differences between these clinical variants langerhans cells in close contact with early degenerating keratinocytes could be observed in the epidermis to study the cellular composition of the epidermal inflammatory infiltrate immunohistochemistry was performed these studies demonstrated that the predominant cell type in these infiltrates are helper t cells intermingled with leu6 langerhans cells despite the clinical variation and possible different etiologic or triggering mechanisms the immunohistochemical and morphologic changes in all types of porokeratosis are the same and seem to represent a uniform reaction pattern ,general pathological conditions
4814,2,recurrent acute fatty liver of pregnancy associated with a fattyacid oxidation defect in the offspring a case of a 29yearold woman who has had two episodes both clinically and biochemically consistent with acute fatty liver of pregnancy is described these episodes occurred in two successive pregnancies and liver biopsy confirmed the diagnosis in the second pregnancy both pregnancies were managed by prompt fetal delivery on both occasions this led to a complete biochemical resolution of the liver function abnormalities two healthy babies were delivered by ceasarian sections this case is of particular importance because a rapidly progressive and devastating illness developed in both infants leading to death at 6 12 and 6 months respectively the illness in both babies was characterized by widespread fatty infiltration of several vital organs and a failure of any treatment to influence the outcome of that illness studies suggested that the illness in the children was caused by a still illdefined disorder of fatty acid oxidation the biochemical disorder evidenced in this family is discussed in an attempt to shed light on the etiology of acute fatty liver of pregnancy ,digestive system diseases
4815,5,increased glucose metabolism in the medulla of patients with palatal myoclonus hypertrophic degeneration of the inferior olivary nuclei is the pathologic substrate for palatal myoclonus but the physiologic correlate of this finding is uncertain using the 2fluoro2deoxydglucose and pet method we determined the local cerebral metabolic rate of glucose utilization in seven patients with palatal myoclonus following stroke or infection or idiopathic one patient with oculopalatal myoclonus following a stroke affecting the brainstem and nine normal subjects the metabolism of glucose in the medulla of the patients with palatal myoclonus was significantly greater than that of the normal subjects this may well have been due to increased metabolism of the inferior olivary nuclei glucose metabolism in the medulla of the patient with oculopalatal myoclonus was normal these findings suggest that the inferior olivary nuclei or a region of the brainstem encompassing the inferior olivary nuclei are hypermetabolic in palatal myoclonus and may be the generators of the involuntary movements in palatal myoclonus ,general pathological conditions
4816,1,stimulatory effects of maitotoxin on insulin release in insulinoma hit cells role of calcium uptake and phosphoinositide breakdown in hamster insulinoma hit cells maitotoxin mtx induces a timedependent and concentrationdependent release of insulin that requires the presence of extracellular calcium the response is nearly completely blocked by cinnarizine and cadmium but is not inhibited by the ltype calcium channel blocker nifedipine or by manganese mtx induces 45ca uptake in these cells in a dosedependent mode and the uptake is blocked with cinnarizine nifedipine and cadmium and is partially inhibited by manganese mtx induces phosphoinositide breakdown in hit cells and the response is partially blocked by cadmium but is not affected by nifedipine cinnarizine or manganese high concentrations of potassium ions also induce insulin release and calcium uptake in hit cells both effects of potassium are blocked partially by nifedipine cadmium and cinnarizine high concentrations of potassium do not induce phosphoinositide breakdown in hit cells the results suggest that mtxelicited release of insulin is attained by two mechanisms 1 a nifedipinesensitive action which results from mtxinduced activation of ltype calcium channels which can be mimicked with high potassium concentrations and 2 a nifedipineinsensitive action which may be initiated by the activation of phosphoinositide breakdown by mtx such an activation of phospholipase c would result in the formation of 145inositol trisphosphate a release of intracellular calcium and then release of insulin to the extracellular space cinnarizine is proposed to block both mtxelicited mechanisms the first by blockade of calcium channels and the second by blocking 145inositol trisphosphateinduced release of internal calcium either mechanism alone appears capable of eliciting release of insulin ,neoplasms
4817,1,implications of peritoneal cytology for staging of early pancreatic cancer cytologic examination of peritoneal washings was performed in 40 patients with pancreatic ductal adenocarcinoma 35 head 5 body whose tumors had been selected as potentially resectable by computed tomographic ct findings saline 100 ml was instilled and aspirated at laparoscopy in 27 patients and at laparotomy in 13 malignant cells were found in the peritoneal washings in 12 of 40 patients 30 29 in cancers of the pancreatic head versus 40 in the body 33 at laparoscopy versus 23 at laparotomy and in 4 of 8 patients with ascites versus 8 of 32 without ascites the cytology was positive in 6 of 8 patients 75 who had a prior percutaneous needle biopsy versus 6 of 32 19 of those who did not p less than 001 liver metastases were found in six patients all with negative cytology one of 10 pancreatic head cancers with positive cytology was resectable versus 13 of 25 with negative cytology p less than 005 survival was significantly longer in patients with negative cytology we conclude that 1 pancreatic cancer sheds malignant cells into the peritoneum early and commonly 2 laparoscopic lavage is an effective means of cytologic study 3 ascites is not a precondition for cytologic study nor does its presence necessarily imply carcinomatosis 4 intraperitoneal spread of cancer cells may be promoted by tumor biopsy 5 cytologic findings provide an additional index of resectability and 6 cytologic findings appear to correlate with duration of survival this study shows that even localized pancreatic cancer is often not contained and suggests caution with biopsy of potentially curable lesions ,neoplasms
4818,1,surgery or radiation for early cervical cancer in summary neither radiation nor surgery is clearly superior the benefits of surgery include 1 emotional satisfaction that the tumor has been removed 2 accuracy of surgical staging 3 preservation of the ovaries 4 no secondary uterine cancer a very uncommon problem and 5 complications that are more readily correctable radiation offers the major advantages of being useful in most patients regardless of age or medical condition and is the choice for large cancers because stage ib cervical cancer is a very diverse pathological entity with a number of potential prognostic factors including cell type depth of invasion tumor volume lymphatic space involvement and occult lymph node metastases and because patients present with a number of other conditions including excess weight advanced age prior pelvic surgery or infection and severe medical illness we are fortunate to have two good methods for treating cervical cancer prospective randomized studies will be necessary in the future to better define specific advantages in the various clinical settings but in general the following have proven most expedient 1 class i hysterectomy for microinvasive cancer of 3 mm invasion or less without lymphatic space involvement 2 modified extended hysterectomy class ii and pelvic lymphadenectomy for lesions of 3 mm and lymph vascular space involvement or when the lesion seems to just exceed 3 mm and for very early adenocarcinoma 3 an extended hysterectomy class iii and pelvic lymphadenectomy for larger ia2 ib and iia lesions that are less than 4 cm particularly for the pregnant or younger patient and when ovarian conservation is desired 4 radiation therapy is used for lesions over 4 cm and for women with severe medical illness making extended hysterectomy too hazardous 5 combination therapy and chemotherapy are now reserved for study in poor prognosis patients with very large lesions greater than 6 cm occult metastases and unfavorable histologic criteria table 2 ,neoplasms
4819,3,headaches in dementia we investigated 288 elderly subjects with various degree of dementia focusing on headaches seventythree of 288 elderly subjects 253 complained of some headaches the most common type was the tensiontype headache from which 43 of the 73 subjects with headaches 589 suffered the degree of cognitive disturbances evaluated by hasegawas intelligence scale significantly correlated to the prevalence of headaches and indicated that patients with dementia appeared to have less headaches the methodological issues and views on headache research in dementia were assessed and it is concluded that the field is a difficult one with potential for error ,nervous system diseases
4820,2,use of h2receptor antagonists in children h2receptor antagonists h2ras have evolved into the mainstay of antiacid therapy for pediatric patients replacing antacids and other modes of therapy much of the experience and data used for therapeutic decisions in children however have been extrapolated from adult studies ranitidine and cimetidine have been studied most extensively in the adult and pediatric populations both raise gastric ph and achieve other therapeutic endpoints however cimetidine appears to have a greater frequency of both adversed effects and drug interactions h2ras are the preferred agents for prevention of stress ulcers ulcer disease and reflux esophagitis in the pediatric population ,digestive system diseases
4821,5,hypomutability in fanconi anemia cells is associated with increased deletion frequency at the hprt locus fanconi anemia fa is an inherited human disorder associated with a predisposition to cancer and characterized by anomalies in the processing of dna crosslinks and certain monoadducts we reported previously that the frequency of psoralenphotoinduced mutations at the hprt locus is lower in fa cells than in normal cells this hypomutability is shown here to be associated with an increased frequency of deletions in the hprt gene when either a mixture of crosslinks and monoadducts or monoadducts alone are induced molecular analysis of mutants in the hprt gene was carried out in normal cells the majority of spontaneous and induced mutants are point mutations whereas in fa deletion mutations predominate in that case a majority of mutants were found to lack individual exons or small clusters of exons whereas in normal cells large complete or major gene loss and small deletions are almost equally represented thus we propose that the fa defect lies in a mutagenic pathway that in normal cells involves bypassing lesions and subsequent gap filling by a recombinational process during replication ,general pathological conditions
4822,4,studies of myocardial protection in the immature heart v safety of prolonged aortic clamping with hypocalcemic glutamateaspartate blood cardioplegia this study tests the hypothesis that multidose hypocalcemic aspartateglutamateenriched blood cardioplegia provides safe and effective protection during prolonged aortic clamping of immature hearts of 17 puppies 6 to 8 weeks of age 3 to 5 kg placed on vented cardiopulmonary bypass five were subjected to 60 minutes of 37 degrees c global ischemia without cardioplegic protection and seven underwent 120 minutes of aortic clamping with 4 degrees c multidose aspartateglutamateenriched blood cardioplegia   02 mmoll preceded and followed by 37 degrees c blood cardioplegic induction and reperfusion five puppies underwent blood cardioplegic perfusion for 10 minutes without intervening ischemia to assess the effect of the cardioplegic solution and the delivery techniques left ventricular performance was assessed 30 minutes after bypass was discontinued starling function curves hearts were studied for highenergy phosphates and tissue amino acids one hour of normothermic ischemia resulted in profound functional depression with peak stroke work index only 43 of control 07  01 versus 17  02 gm x mkg p less than 005 there was 70 depletion of adenosine triphosphate 76  1 versus control 203  1 mumolgm dry weight p less than 005 and 75 glutamate loss 66  1 versus control 264  3 mumolgm p less than 005 in contrast after 2 hours of aortic clamping with multidose blood cardioplegia preceded and followed by 37 degrees c blood cardioplegia there was complete recovery of left ventricular function peak stroke work index 16  02 gm x mkg and maintenance of adenosine triphosphates glutamate and aspartate levels at or above control levels adenosine triphosphate 18  2 mumolgm aspartate 21  1 versus control 2 mumolgm and glutamate 254  2 mumolgm puppy hearts receiving blood cardioplegic perfusion without ischemia had complete recovery of control stroke work index we conclude that methods of myocardial protection used in adults with amino acidenriched reducedcalcium blood cardioplegia can be applied safely to the neonatal heart and allow for complete functional and metabolic recovery after prolonged aortic clamping ,cardiovascular diseases
4823,1,immediate postoperative mammogram for failed surgical excision of breast lesions in a series of 200 consecutive preoperative needle localizations of nonpalpable breast lesions 128 lesions 64 were calcified and 72 lesions 36 were noncalcified on preoperative mammograms radiographs of the surgical specimen failed to confirm excision of 11 lesions 55 seven calcified and four noncalcified these 11 patients were taken directly from the surgical suite to the radiology suite where an immediate postoperative mammogram was obtained in five patients 25 immediate postoperative mammograms showed surgical failure with the lesion still present in six patients 30 immediate postoperative mammograms showed that the lesion had been removed even though the lesion had not been identified on surgicalspecimen radiographs no errors occurred in the interpretation of immediate postoperative mammograms a fact corroborated by examination of surgical specimens obtained at repeat surgery in three patients and identification of skin calcifications in two patients and with followup mammograms in six patients whenever a discrepancy between preoperative localization radiographs and surgicalspecimen radiographs exists the authors suggest immediate postoperative mammography to improve the diagnostic process ,neoplasms
4824,5,spectral analysis of tremor understanding the results spectral analysis of a tremor record can sometimes produce a spectrum with multiple components of significant amplitude the problem is to determine whether the presence of several peaks represents the coexistence of separate tremor mechanisms or be a consequence of fluctuations in the frequency or amplitude of a single tremor the spectrum of a tremor whose frequency or amplitude vary and are independent has the recognisable pattern of a central carrier frequency with sidebands of equal amplitudes distributed symmetrically around the carrier however if tremor amplitude and frequency fluctuate and are not independent frequency proportional to amplitude or frequency inversely proportional to amplitude the spectrum has a pattern of sidebands which are asymmetrical in amplitudes and may resemble the spectrum of the combined signal from different independent oscillators the investigation of sidebands in spectra has been neglected in tremor studies and multiple irregular peaks on a tremor spectrum have sometimes been used wrongly as evidence for the coexistence of multiple tremor mechanisms or frequency components assumed to be concurrent ,general pathological conditions
4825,5,serial magnetic resonance imaging of hamstring anterior cruciate ligament autografts during the first year of implantation a preliminary study a prospective observational study was performed to document the serial changes in the magnetic resonance signal of devascularized hamstring acl autografts during the 1st year of implantation twentyone acl deficient knees 14 chronic 7 acute were reconstructed instability developed in five knees within the first 6 months of graft implantation 24 magnetic resonance examinations were performed at 1 6 12 24 36 and greater than 48 weeks postoperatively repetition time 1500 echo delay time  50 a total of 104 scans were reviewed average five per knee the acl graft was divided into four unequal size zones for analysis the proximal middle and distal thirds of the intraarticular portion of the graft and the portion of the graft within the tibial tunnel were independently analyzed the magnetic resonance signal in each portion of the graft was graded on a scale with i being a normal signal ii greater than 50 of the total volume of the graft having a normal signal iii less than 50 of the graft having a normal signal and iv 100 of the graft having an increased signal the increased magnetic resonance signal of the acl graft was observed to be regionalized and confined to the distal twothirds of the intraarticular portion of the graft the portion of the graft exiting the femoral tunnel and within the tibial tunnel retained a normal magnetic resonance signal the increases in magnetic resonance graft signal were timedependent became well established by 3 months and remained unchanged at 1 year the clinical outcome could not be predicted based on the magnetic resonance signal of the graft ,general pathological conditions
4826,1,low metastatic potential of clone from murine colon adenocarcinoma 26 increased by transfection of activated cerbb2 gene we investigated the effect of an activated cerbb2 gene also known as erbb2 on metastatic potential the cerbb2 gene was activated by mutation of the valine at position 659 within the transmembrane domain to glutamic acid the activated cerbb2 expression vector was transfected into lowmetastaticpotential nl4 cells which were established from a metastatic variant of murine colon adenocarcinoma 26 all 10 clones produced lung metastases in balbc mice injected via the tail vein eight of the 10 clones expressed messenger rna mrna of activated cerbb2 and showed morphological alteration seven of the eight produced significantly enhanced experimental metastatic activity compared with that of untransfected nl4 or nl4neo cells and one had metastatic ability similar to that of nl4 cells two clones did not express cerbb2 mrna and did not show morphological alteration or highly metastatic phenotype five of the 10 clones subcutaneously implanted in the flank failed to produce metastasis in the lungs or other organs of the mice the metastatic ability of the other five clones was not determined these results indicate that the activated cerbb2 gene can enhance experimental but not spontaneous metastatic potential in nl4 cells suggesting participation of the gene in the metastatic process after initial arrest and lodgement in the capillary bed ,neoplasms
4827,4,concealed entrainment as a guide for catheter ablation of ventricular tachycardia in patients with prior myocardial infarction fifteen consecutive patients with drugrefractory recurrent sustained monomorphic ventricular tachycardia and a history of remote myocardial infarction underwent catheter ablation of ventricular tachycardia shocks of 100 to 300 j were delivered to sites at which pacing during ventricular tachycardia resulted in concealed entrainment in which the ventricular tachycardia accelerated to the pacing rate there was a long stimulus to qrs interval and there was no change in the configuration of the qrs complex during pacing at several rates compared with the configuration during ventricular tachycardia thus identifying a zone of slow conduction in the reentrant circuit concealed entrainment was demonstrated in nine 60 of 15 patients and the stimulus to qrs intervals were 90 to 400 ms at sites of concealed entrainment the endocardial activation time relative to the qrs complex during ventricular tachycardia ranged from 125 to 50 ms the timing of the local electrogram relative to the qrs complex was the same during entrainment as during ventricular tachycardia and the pace map during sinus rhythm was discordant with that of the ventricular tachycardia in seven patients in the six patients in whom a site of concealed entrainment could not be identified the target site for ablation was selected on the basis of identification of an isolated middiastolic potential activation mapping and pace mapping the mean  sd cumulative number of joules delivered to the target site was 306  140 a successful longterm clinical outcome was achieved in 9 of the 15 patients mean followup 20  7 months the clinical success rate was the same whether the target site was selected on the basis of concealed entrainment five of nine 56 or on the basis of the other mapping techniques four of six 67 in conclusion the responses to pacing suggest that sites at which there is concealed entrainment may be located within a zone of slow conduction in the ventricular tachycardia reentry circuit although not necessarily in an area critical for the maintenance of reentry the longterm clinical efficacy of catheter ablation targeted to sites of concealed entrainment is about 60 similar to the results achieved when conventional mapping techniques are used ,cardiovascular diseases
4828,1,hyperplastic polyps seen at sigmoidoscopy are markers for additional adenomas seen at colonoscopy asymptomatic individuals undergoing screening flexible sigmoidoscopy were prospectively studied polyps were found in 185 subjects the endoscopist recorded an opinion on the polyps histology based on endoscopic appearance no polyps were removed at sigmoidoscopy all subjects with rectosigmoid polyps then underwent colonoscopy and polypectomy of them 99 subjects 54 had at least one rectosigmoid adenoma 69 37 had only hyperplastic polyps and 17 9 had other findings the endoscopists opinion of the histopathology of polyps at sigmoidoscopy was correct for 61 of the lesions of subjects with adenomatous rectosigmoid polyps 29 had additional adenomas at more proximal sites proximal adenomas were found in 28 of patients with hyperplastic rectosigmoid polyps patients with rectosigmoid hyperplastic polyps had the same risk for additional proximal adenomas as patients with rectosigmoid adenomatous polyps ,neoplasms
4829,4,cardiopulmonary resuscitation and the patient with cancer the records of 114 cancer patients suffering cardiopulmonary arrests cpa during a 3year period at memorial sloankettering cancer center mskcc were retrospectively reviewed to identify variables predicting final outcome in these patients although 657 of the patients were successfully resuscitated only 12 105 were discharged alive from the hospital median survival after discharge was 150 days by univariate and multivariate analysis the only variable predicting the likelihood of a patients being discharged alive after a cpa was the performance status of the patient at the time of admission to the hospital thus a patient spending more than 50 of the time in bed at the time of admission had only a 23 chance of being discharged alive after cpa a thorough discussion of these findings between physicians and patients and their families is strongly recommended at the time of admission to spare cancer patients unnecessary invasive resuscitative procedures ,cardiovascular diseases
4830,5,evolution of fundic argyrophil cell hyperplasia in nonantral atrophic gastritis fundic argyrophil cells were studied for a mean period of 687 months range 11170 in 18 patients with fundic atrophic gastritis and achlorhydria initially 12 patients had hyperplasia of the argyrophil cells the severity of which was assessed using a semiquantitative classification based on the number of argyrophil clusters per square millimeter at the end of the study the degree of hyperplasia was unchanged in 9 patients had decreased in 2 and had increased in 1 no significant increase in the number of argyrophil clusters precarcinoid changes or carcinoid tumors were observed and the high level of gastrinemia mean 48 range 1981 times the upper limit for normal did not change significantly of the 6 patients with no hyperplasia at the outset of the study 4 continued without hyperplasia and 2 presented a lowgrade hyperplasia at the 20th and 130th month gastrinemia increased significantly in the last patient and stayed normal in the other 5 this study argues in favor of the stable appearance of fundic argyrophil cells in patients with atrophic gastritis and stable gastrinemia ,general pathological conditions
